Mask_Name,Coverage_Percentage
02838.png,11.3335
02839.png,19.6625
02840.png,13.4647
02841.png,16.5905
02842.png,12.9353
02843.png,11.6043
02844.png,18.7962
02845.png,12.9257
02846.png,11.8931
02847.png,18.7256
02848.png,19.5492
02849.png,16.6595
02850.png,12.8178
02851.png,19.1475
02852.png,14.6324
02853.png,11.9987
02854.png,14.7484
02855.png,12.5542
02856.png,17.7181
02857.png,19.1765
02858.png,13.3938
02859.png,16.3734
02860.png,16.7976
02861.png,19.6220
02862.png,17.5816
02863.png,18.6657
02864.png,15.2355
02865.png,13.8229
02866.png,14.6568
02867.png,19.0716
02868.png,10.0636
02869.png,14.0228
02870.png,15.5251
02871.png,13.5208
02872.png,10.5465
02873.png,14.6606
02874.png,11.8511
02875.png,15.4694
02876.png,12.8132
02877.png,11.3712
02878.png,17.7055
02879.png,16.8514
02880.png,12.5374
02881.png,12.6865
02882.png,12.5858
02883.png,15.3164
02884.png,10.7166
02885.png,10.0868
02886.png,10.0498
02887.png,19.8578
02888.png,16.9975
02889.png,15.2882
02890.png,15.5384
02891.png,18.2682
02892.png,18.5966
02893.png,12.6457
02894.png,12.2177
02895.png,13.0188
02896.png,19.9299
02897.png,14.9250
02898.png,11.7744
02899.png,14.8811
02900.png,16.0309
02901.png,15.6956
02902.png,10.3943
02903.png,17.6781
02904.png,19.9711
02905.png,19.7834
02906.png,13.0627
02907.png,10.0368
02908.png,12.2952
02909.png,17.4046
02910.png,17.8101
02911.png,17.7650
02912.png,14.3860
02913.png,10.7391
02914.png,13.3728
02915.png,15.7333
02916.png,14.6648
02917.png,18.2415
02918.png,15.0856
02919.png,11.8446
02920.png,11.7424
02921.png,18.7359
02922.png,18.1889
02923.png,15.2748
02924.png,12.0255
02925.png,13.7878
02926.png,16.4940
02927.png,15.3458
02928.png,19.3886
02929.png,12.6915
02930.png,14.8289
02931.png,12.3684
02932.png,13.4418
02933.png,11.2801
02934.png,15.9203
02935.png,13.4094
02936.png,11.3533
02937.png,11.4330
02938.png,19.3321
02939.png,15.8119
02940.png,19.9089
02941.png,18.6184
02942.png,19.2753
02943.png,19.0018
02944.png,13.5609
02945.png,11.6413
02946.png,12.0865
02947.png,10.5888
02948.png,18.5577
02949.png,17.9382
02950.png,10.0452
02951.png,13.7619
02952.png,13.9511
02953.png,13.5170
02954.png,13.6654
02955.png,13.2881
02956.png,14.4508
02957.png,15.9161
02958.png,11.0374
02959.png,10.6670
02960.png,17.6353
02961.png,13.0295
02962.png,18.9793
02963.png,17.4675
02964.png,12.5034
02965.png,13.7127
02966.png,14.1434
02967.png,15.3233
02968.png,13.2656
02969.png,14.0221
02970.png,10.3745
02971.png,15.0505
02972.png,10.0044
02973.png,18.1019
02974.png,17.1181
02975.png,17.2951
02976.png,15.3820
02977.png,10.5907
02978.png,12.8876
02979.png,19.7563
02980.png,12.0010
02981.png,11.4544
02982.png,14.5679
02983.png,14.8983
02984.png,12.3241
02985.png,19.1933
02986.png,12.4195
02987.png,14.2715
02988.png,14.3898
02989.png,10.2474
02990.png,13.7291
02991.png,17.7818
02992.png,12.4504
02993.png,12.2780
02994.png,13.9511
02995.png,16.3284
02996.png,12.8109
02997.png,16.7122
02998.png,16.1518
02999.png,17.4576
03000.png,13.2618
03001.png,11.4655
03002.png,16.2331
03003.png,13.6105
03004.png,11.1675
03005.png,12.1372
03006.png,14.8743
03007.png,13.3862
03008.png,15.6837
03009.png,10.9905
03010.png,14.6603
03011.png,12.8304
03012.png,16.0492
03013.png,10.6709
03014.png,15.4331
03015.png,16.9334
03016.png,10.2215
03017.png,10.2222
03018.png,15.3896
03019.png,10.5053
03020.png,12.9425
03021.png,14.9033
03022.png,13.2442
03023.png,11.7619
03024.png,14.1251
03025.png,13.7943
03026.png,18.4452
03027.png,10.0624
03028.png,16.9395
03029.png,15.7940
03030.png,10.0277
03031.png,11.7859
03032.png,14.6076
03033.png,11.7519
03034.png,10.7719
03035.png,16.4864
03036.png,14.7682
03037.png,17.8818
03038.png,16.5558
03039.png,13.8191
03040.png,14.3646
03041.png,14.9040
03042.png,16.5440
03043.png,10.7716
03044.png,15.1012
03045.png,13.5155
03046.png,11.8050
03047.png,15.0455
03048.png,12.1445
03049.png,19.3008
03050.png,10.3928
03051.png,12.6278
03052.png,13.3209
03053.png,16.1411
03054.png,12.8906
03055.png,10.4000
03056.png,17.0521
03057.png,14.6931
03058.png,13.3533
03059.png,14.7533
03060.png,16.5985
03061.png,13.0035
03062.png,18.9907
03063.png,13.4727
03064.png,14.6549
03065.png,18.8034
03066.png,14.1556
03067.png,14.7873
03068.png,12.0327
03069.png,14.1575
03070.png,13.9519
03071.png,18.4647
03072.png,10.1002
03073.png,10.6976
03074.png,12.4172
03075.png,11.1629
03076.png,11.7439
03077.png,11.7535
03078.png,19.5053
03079.png,17.0288
03080.png,12.0834
03081.png,16.5649
03082.png,11.8843
03083.png,11.0081
03084.png,10.7273
03085.png,17.7399
03086.png,19.3634
03087.png,18.1927
03088.png,18.3006
03089.png,13.3034
03090.png,13.8504
03091.png,19.5488
03092.png,16.0198
03093.png,13.2915
03094.png,11.4929
03095.png,16.2907
03096.png,19.2944
03097.png,15.9191
03098.png,17.9188
03099.png,12.9723
03100.png,14.9410
03101.png,18.9045
03102.png,17.5247
03103.png,16.1148
03104.png,15.3797
03105.png,19.9425
03106.png,14.1811
03107.png,18.9117
03108.png,10.5774
03109.png,19.7548
03110.png,13.4361
03111.png,14.9277
03112.png,16.0431
03113.png,12.2978
03114.png,13.5063
03115.png,12.3047
03116.png,11.6806
03117.png,16.7900
03118.png,15.7696
03119.png,12.0174
03120.png,13.2927
03121.png,14.5535
03122.png,11.3556
03123.png,13.1321
03124.png,14.3719
03125.png,15.7185
03126.png,11.1916
03127.png,15.2542
03128.png,12.6324
03129.png,16.5806
03130.png,19.9768
03131.png,10.6167
03132.png,12.6148
03133.png,16.3044
03134.png,10.0349
03135.png,16.0568
03136.png,15.8260
03137.png,12.8345
03138.png,14.4672
03139.png,13.4247
03140.png,10.7830
03141.png,16.7732
03142.png,16.0618
03143.png,13.1020
03144.png,15.0436
03145.png,11.5322
03146.png,16.4577
03147.png,18.2457
03148.png,13.7169
03149.png,10.4736
03150.png,13.3522
03151.png,17.5938
03152.png,19.3619
03153.png,17.1349
03154.png,11.0760
03155.png,15.2096
03156.png,10.0002
03157.png,19.3161
03158.png,15.2100
03159.png,13.0051
03160.png,12.7640
03161.png,17.8032
03162.png,11.7100
03163.png,16.4097
03164.png,10.0906
03165.png,12.4496
03166.png,19.4073
03167.png,11.9465
03168.png,13.3968
03169.png,10.1856
03170.png,19.9997
03171.png,16.3509
03172.png,16.7625
03173.png,17.1612
03174.png,15.6303
03175.png,13.2111
03176.png,17.6113
03177.png,13.9805
03178.png,10.7899
03179.png,10.3039
03180.png,12.7949
03181.png,11.8000
03182.png,19.5534
03183.png,16.9640
03184.png,16.9521
03185.png,12.1544
03186.png,19.2490
03187.png,11.7352
03188.png,17.5739
03189.png,14.6141
03190.png,10.4546
03191.png,15.3831
03192.png,11.3564
03193.png,13.0787
03194.png,15.0787
03195.png,18.7317
03196.png,11.6539
03197.png,10.1261
03198.png,17.8719
03199.png,16.1716
03200.png,11.0363
03201.png,15.3282
03202.png,18.5543
03203.png,15.3187
03204.png,12.5233
03205.png,11.9270
03206.png,13.7482
03207.png,14.6511
03208.png,11.1969
03209.png,12.2475
03210.png,12.3631
03211.png,18.7618
03212.png,17.4355
03213.png,12.1872
03214.png,11.5631
03215.png,14.3250
03216.png,12.7747
03217.png,11.6848
03218.png,16.7229
03219.png,12.6148
03220.png,15.7864
03221.png,10.0266
03222.png,11.9690
03223.png,17.5919
03224.png,15.4339
03225.png,19.7395
03226.png,11.2438
03227.png,10.0693
03228.png,12.4264
03229.png,11.0474
03230.png,14.1151
03231.png,13.9549
03232.png,13.3831
03233.png,10.5568
03234.png,18.5135
03235.png,15.2306
03236.png,15.1497
03237.png,19.1280
03238.png,17.4809
03239.png,10.3657
03240.png,18.9617
03241.png,11.7191
03242.png,15.5403
03243.png,11.0706
03244.png,12.8937
03245.png,18.2724
03246.png,11.7519
03247.png,17.2314
03248.png,13.9809
03249.png,10.4279
03250.png,19.2329
03251.png,14.5477
03252.png,15.5621
03253.png,12.6518
03254.png,16.8526
03255.png,12.1361
03256.png,13.6219
03257.png,16.7286
03258.png,16.0744
03259.png,14.0152
03260.png,13.4781
03261.png,12.6049
03262.png,16.4009
03263.png,13.5345
03264.png,14.6217
03265.png,15.6635
03266.png,19.2627
03267.png,18.3422
03268.png,11.0855
03269.png,10.8910
03270.png,13.8969
03271.png,13.9679
03272.png,14.2452
03273.png,11.9724
03274.png,15.4186
03275.png,17.3901
03276.png,14.4039
03277.png,15.4678
03278.png,11.5650
03279.png,16.4555
03280.png,18.4849
03281.png,12.6083
03282.png,10.3653
03283.png,17.4271
03284.png,12.9269
03285.png,15.4980
03286.png,18.9766
03287.png,11.8557
03288.png,15.7696
03289.png,12.6537
03290.png,10.3580
03291.png,17.3668
03292.png,15.4778
03293.png,17.6041
03294.png,19.5580
03295.png,12.7106
03296.png,10.1372
03297.png,11.5738
03298.png,16.8179
03299.png,17.1997
03300.png,18.6775
03301.png,10.6483
03302.png,13.2168
03303.png,10.9352
03304.png,14.9067
03305.png,16.9754
03306.png,13.3995
03307.png,16.4207
03308.png,19.7529
03309.png,10.0948
03310.png,11.0851
03311.png,16.7873
03312.png,19.2497
03313.png,18.0901
03314.png,17.6785
03315.png,19.1471
03316.png,17.3882
03317.png,14.5844
03318.png,11.3987
03319.png,17.7105
03320.png,11.2881
03321.png,16.9655
03322.png,11.7172
03323.png,12.0155
03324.png,11.6852
03325.png,19.9062
03326.png,12.9387
03327.png,18.9384
03328.png,11.6951
03329.png,13.0436
03330.png,15.1421
03331.png,16.6386
03332.png,13.4819
03333.png,19.0979
03334.png,19.8639
03335.png,14.3589
03336.png,11.7264
03337.png,15.6921
03338.png,18.0340
03339.png,18.8492
03340.png,13.5464
03341.png,17.6735
03342.png,15.8901
03343.png,19.3104
03344.png,12.6724
03345.png,18.8499
03346.png,13.7363
03347.png,13.3465
03348.png,13.1672
03349.png,17.8650
03350.png,17.4202
03351.png,12.5198
03352.png,11.8359
03353.png,16.4776
03354.png,11.8202
03355.png,15.5949
03356.png,15.0864
03357.png,18.2125
03358.png,17.1917
03359.png,11.6055
03360.png,13.4808
03361.png,13.1065
03362.png,16.0717
03363.png,15.2584
03364.png,12.1552
03365.png,10.8395
03366.png,15.2279
03367.png,15.0917
03368.png,15.8554
03369.png,17.6746
03370.png,12.2906
03371.png,16.0683
03372.png,19.5900
03373.png,15.3179
03374.png,15.0108
03375.png,11.7931
03376.png,16.7919
03377.png,17.9855
03378.png,17.8135
03379.png,11.3106
03380.png,11.9446
03381.png,13.9942
03382.png,13.7058
03383.png,19.9070
03384.png,13.7424
03385.png,17.7921
03386.png,18.8038
03387.png,12.6965
03388.png,11.1732
03389.png,14.6797
03390.png,14.6206
03391.png,18.6199
03392.png,18.5455
03393.png,17.7879
03394.png,12.4588
03395.png,11.2831
03396.png,18.2152
03397.png,15.4079
03398.png,13.0020
03399.png,16.3593
03400.png,13.0096
03401.png,13.8493
03402.png,13.2648
03403.png,11.9373
03404.png,13.4380
03405.png,11.1790
03406.png,18.8515
03407.png,12.0869
03408.png,13.5445
03409.png,12.4325
03410.png,17.2161
03411.png,17.9379
03412.png,16.6748
03413.png,10.0208
03414.png,12.9177
03415.png,10.5972
03416.png,18.9487
03417.png,11.1790
03418.png,12.1510
03419.png,13.5391
03420.png,13.4239
03421.png,15.3408
03422.png,18.9579
03423.png,10.5225
03424.png,15.7055
03425.png,15.9451
03426.png,15.5491
03427.png,17.8928
03428.png,18.9800
03429.png,18.5093
03430.png,15.0913
03431.png,10.2844
03432.png,17.0090
03433.png,16.8819
03434.png,18.3365
03435.png,14.1693
03436.png,14.5210
03437.png,16.7278
03438.png,17.3161
03439.png,16.5970
03440.png,10.0487
03441.png,15.5365
03442.png,19.8666
03443.png,14.4302
03444.png,16.6172
03445.png,10.7960
03446.png,15.9050
03447.png,13.9503
03448.png,17.9379
03449.png,17.0929
03450.png,14.4894
03451.png,15.4125
03452.png,10.9444
03453.png,17.4129
03454.png,10.0582
03455.png,11.1671
03456.png,11.7085
03457.png,11.7992
03458.png,11.9774
03459.png,16.5794
03460.png,17.0261
03461.png,14.2044
03462.png,19.2467
03463.png,11.1294
03464.png,17.5488
03465.png,12.2143
03466.png,18.6863
03467.png,13.2248
03468.png,13.7806
03469.png,12.8689
03470.png,19.1227
03471.png,19.9135
03472.png,19.2673
03473.png,11.2751
03474.png,13.3839
03475.png,13.5441
03476.png,13.6646
03477.png,12.9833
03478.png,10.3561
03479.png,19.0292
03480.png,12.6476
03481.png,14.6183
03482.png,12.6755
03483.png,18.5287
03484.png,12.0064
03485.png,10.0647
03486.png,15.4030
03487.png,12.2410
03488.png,13.2782
03489.png,13.0459
03490.png,17.1257
03491.png,14.7533
03492.png,13.8973
03493.png,14.6393
03494.png,11.6737
03495.png,12.0628
03496.png,14.0320
03497.png,19.9501
03498.png,13.1588
03499.png,11.7172
03500.png,17.6163
03501.png,15.4556
03502.png,11.4975
03503.png,12.3619
03504.png,11.1549
03505.png,12.5977
03506.png,18.9850
03507.png,17.2195
03508.png,19.7903
03509.png,10.1803
03510.png,18.2037
03511.png,14.1350
03512.png,10.0723
03513.png,16.2262
03514.png,18.9739
03515.png,18.2487
03516.png,15.9317
03517.png,17.5240
03518.png,17.2626
03519.png,19.1082
03520.png,17.8539
03521.png,11.2473
03522.png,17.9558
03523.png,18.2152
03524.png,10.7716
03525.png,18.8046
03526.png,13.3026
03527.png,14.3749
03528.png,17.5835
03529.png,15.9100
03530.png,19.8025
03531.png,11.4716
03532.png,18.2533
03533.png,17.1413
03534.png,14.2178
03535.png,14.2540
03536.png,16.4406
03537.png,11.1382
03538.png,11.9629
03539.png,10.7983
03540.png,14.2582
03541.png,13.2206
03542.png,13.1813
03543.png,15.6219
03544.png,17.6155
03545.png,14.7789
03546.png,18.7996
03547.png,15.8092
03548.png,12.9257
03549.png,14.5256
03550.png,17.4980
03551.png,13.3728
03552.png,15.8398
03553.png,10.2825
03554.png,13.8298
03555.png,14.3997
03556.png,15.4961
03557.png,11.6055
03558.png,11.3720
03559.png,12.0262
03560.png,15.9184
03561.png,19.7735
03562.png,19.4256
03563.png,10.7704
03564.png,11.7851
03565.png,10.0437
03566.png,12.2051
03567.png,16.5718
03568.png,15.7017
03569.png,17.4294
03570.png,12.2570
03571.png,15.1180
03572.png,11.4952
03573.png,16.9525
03574.png,11.0481
03575.png,10.6743
03576.png,13.4022
03577.png,16.3868
03578.png,11.9381
03579.png,15.8516
03580.png,18.5486
03581.png,19.7910
03582.png,10.7525
03583.png,12.2944
03584.png,12.6877
03585.png,19.8490
03586.png,15.2409
03587.png,12.2074
03588.png,10.8498
03589.png,11.2930
03590.png,15.6109
03591.png,16.6622
03592.png,10.4675
03593.png,15.6948
03594.png,11.6226
03595.png,13.3308
03596.png,11.7039
03597.png,17.3187
03598.png,10.5759
03599.png,14.7106
03600.png,17.7280
03601.png,10.6613
03602.png,11.5879
03603.png,11.6543
03604.png,17.1654
03605.png,14.1548
03606.png,16.9979
03607.png,17.1650
03608.png,11.9480
03609.png,18.1293
03610.png,13.0920
03611.png,13.9393
03612.png,13.1992
03613.png,15.7120
03614.png,16.4539
03615.png,18.3907
03616.png,15.1329
03617.png,18.3620
03618.png,13.5647
03619.png,11.4773
03620.png,18.5158
03621.png,15.6731
03622.png,15.0066
03623.png,16.8339
03624.png,11.0935
03625.png,12.1925
03626.png,17.8150
03627.png,10.0933
03628.png,15.7375
03629.png,16.3979
03630.png,16.6492
03631.png,15.1627
03632.png,17.4770
03633.png,17.7353
03634.png,13.2458
03635.png,17.3420
03636.png,13.6440
03637.png,15.3183
03638.png,12.4863
03639.png,18.6539
03640.png,18.6005
03641.png,11.0447
03642.png,14.4638
03643.png,18.4727
03644.png,17.8776
03645.png,10.6701
03646.png,19.4683
03647.png,17.9832
03648.png,11.2419
03649.png,11.2595
03650.png,17.9783
03651.png,15.5239
03652.png,11.6028
03653.png,18.0401
03654.png,11.7992
03655.png,16.5321
03656.png,19.2017
03657.png,11.9976
03658.png,17.3721
03659.png,12.1887
03660.png,10.1196
03661.png,15.9294
03662.png,15.2287
03663.png,10.2043
03664.png,13.9870
03665.png,13.0966
03666.png,14.2818
03667.png,18.4174
03668.png,15.5251
03669.png,12.0583
03670.png,18.0206
03671.png,11.2782
03672.png,15.8951
03673.png,15.1268
03674.png,16.3116
03675.png,19.4939
03676.png,18.9411
03677.png,15.8974
03678.png,16.5497
03679.png,15.1333
03680.png,17.1154
03681.png,17.3767
03682.png,16.4532
03683.png,12.7720
03684.png,18.2095
03685.png,19.3569
03686.png,13.7962
03687.png,18.0435
03688.png,19.8288
03689.png,18.3262
03690.png,14.1895
03691.png,19.7842
03692.png,19.6106
03693.png,15.8112
03694.png,15.9996
03695.png,16.2651
03696.png,14.3192
03697.png,13.0241
03698.png,11.3121
03699.png,18.1740
03700.png,18.7752
03701.png,15.8829
03702.png,13.7802
03703.png,17.4152
03704.png,12.8487
03705.png,16.8682
03706.png,19.4710
03707.png,10.1685
03708.png,13.7054
03709.png,19.0144
03710.png,10.9756
03711.png,18.7260
03712.png,11.1187
03713.png,17.2272
03714.png,11.5208
03715.png,18.0115
03716.png,14.4897
03717.png,15.7795
03718.png,16.5192
03719.png,14.1907
03720.png,15.3614
03721.png,11.3838
03722.png,11.5910
03723.png,11.3358
03724.png,15.8344
03725.png,12.5084
03726.png,14.0408
03727.png,13.0543
03728.png,15.0833
03729.png,11.6676
03730.png,16.5077
03731.png,15.8241
03732.png,19.5129
03733.png,10.4622
03734.png,10.7441
03735.png,13.7638
03736.png,18.1969
03737.png,11.9965
03738.png,16.8900
03739.png,19.8891
03740.png,16.4024
03741.png,11.6222
03742.png,12.8544
03743.png,14.0850
03744.png,11.9232
03745.png,17.1528
03746.png,12.9986
03747.png,17.4976
03748.png,15.7288
03749.png,15.2283
03750.png,19.5889
03751.png,10.3260
03752.png,13.3625
03753.png,11.5196
03754.png,13.0638
03755.png,16.0343
03756.png,18.7237
03757.png,10.7521
03758.png,11.3129
03759.png,12.6961
03760.png,11.5387
03761.png,18.0908
03762.png,12.9723
03763.png,16.3406
03764.png,15.8947
03765.png,17.2546
03766.png,12.2513
03767.png,10.8173
03768.png,15.9435
03769.png,16.1266
03770.png,14.8735
03771.png,13.8432
03772.png,18.6893
03773.png,11.0485
03774.png,14.3539
03775.png,12.2349
03776.png,18.8049
03777.png,14.5615
03778.png,12.6614
03779.png,14.9094
03780.png,11.4063
03781.png,14.9689
03782.png,15.5331
03783.png,11.7649
03784.png,19.7548
03785.png,11.2125
03786.png,10.5206
03787.png,14.2467
03788.png,17.8833
03789.png,12.8132
03790.png,19.7266
03791.png,18.4769
03792.png,15.4381
03793.png,16.7332
03794.png,11.7138
03795.png,14.8136
03796.png,11.6428
03797.png,19.6095
03798.png,15.0993
03799.png,14.6427
03800.png,18.5745
03801.png,17.2714
03802.png,19.0384
03803.png,11.6852
03804.png,14.8445
03805.png,12.7880
03806.png,13.7974
03807.png,10.8688
03808.png,10.2161
03809.png,15.8733
03810.png,18.6977
03811.png,13.4064
03812.png,10.1822
03813.png,15.0631
03814.png,16.2594
03815.png,14.9220
03816.png,14.5378
03817.png,10.3092
03818.png,19.9421
03819.png,17.9882
03820.png,10.8509
03821.png,11.6825
03822.png,19.9463
03823.png,18.7454
03824.png,12.8410
03825.png,16.5112
03826.png,16.1491
03827.png,13.5357
03828.png,14.7068
03829.png,12.7285
03830.png,19.2451
03831.png,11.8568
03832.png,17.2985
03833.png,11.9770
03834.png,18.1007
03835.png,17.1909
03836.png,12.1094
03837.png,18.1137
03838.png,12.3974
03839.png,14.7362
03840.png,17.1253
03841.png,18.2564
03842.png,11.7767
03843.png,14.9837
03844.png,10.7571
03845.png,11.4544
03846.png,19.4313
03847.png,13.9091
03848.png,13.0329
03849.png,10.5457
03850.png,17.8082
03851.png,14.6465
03852.png,19.8071
03853.png,18.3636
03854.png,11.5482
03855.png,16.4062
03856.png,16.6359
03857.png,14.6393
03858.png,11.5360
03859.png,18.6207
03860.png,16.6553
03861.png,12.8963
03862.png,11.5730
03863.png,17.2985
03864.png,13.1573
03865.png,14.1201
03866.png,13.4922
03867.png,16.0465
03868.png,14.7099
03869.png,15.2611
03870.png,12.9528
03871.png,11.6364
03872.png,13.4510
03873.png,14.2162
03874.png,13.8924
03875.png,11.9675
03876.png,11.6394
03877.png,14.2761
03878.png,11.7046
03879.png,12.2128
03880.png,16.5989
03881.png,11.0050
03882.png,17.5571
03883.png,12.4516
03884.png,10.2970
03885.png,17.9531
03886.png,10.3432
03887.png,14.9658
03888.png,16.8457
03889.png,12.1635
03890.png,15.2634
03891.png,13.2687
03892.png,17.8322
03893.png,16.3525
03894.png,13.4277
03895.png,12.3463
03896.png,13.8756
03897.png,17.0319
03898.png,19.3306
03899.png,13.7413
03900.png,13.9782
03901.png,18.8599
03902.png,18.9438
03903.png,18.6901
03904.png,12.7480
03905.png,10.6503
03906.png,18.0450
03907.png,11.2286
03908.png,11.5379
03909.png,10.0384
03910.png,12.2456
03911.png,17.7975
03912.png,15.4724
03913.png,12.1204
03914.png,12.5793
03915.png,16.4268
03916.png,17.7963
03917.png,13.1435
03918.png,19.9066
03919.png,10.2737
03920.png,19.4714
03921.png,15.3015
03922.png,16.9331
03923.png,16.0030
03924.png,13.2774
03925.png,13.0211
03926.png,11.0779
03927.png,10.5968
03928.png,15.0330
03929.png,11.5482
03930.png,13.3656
03931.png,10.4847
03932.png,10.2222
03933.png,12.9200
03934.png,10.9646
03935.png,18.1599
03936.png,10.7807
03937.png,15.7845
03938.png,19.7941
03939.png,12.4634
03940.png,16.6771
03941.png,14.3665
03942.png,18.0828
03943.png,14.1960
03944.png,15.9348
03945.png,15.6536
03946.png,17.6216
03947.png,14.0953
03948.png,19.7124
03949.png,15.5193
03950.png,18.8156
03951.png,14.6122
03952.png,10.3760
03953.png,10.2077
03954.png,10.0441
03955.png,13.4251
03956.png,11.8172
03957.png,16.7858
03958.png,13.8691
03959.png,17.8360
03960.png,13.2610
03961.png,14.0602
03962.png,13.3469
03963.png,10.0708
03964.png,13.4312
03965.png,19.6064
03966.png,13.6463
03967.png,19.2986
03968.png,17.6506
03969.png,11.2789
03970.png,12.1239
03971.png,16.3506
03972.png,11.2705
03973.png,17.1413
03974.png,11.0119
03975.png,12.9803
03976.png,14.2761
03977.png,19.3787
03978.png,19.4500
03979.png,16.6157
03980.png,17.4095
03981.png,16.5623
03982.png,15.8405
03983.png,19.5499
03984.png,14.0606
03985.png,13.1752
03986.png,17.6105
03987.png,10.2219
03988.png,16.9434
03989.png,10.1131
03990.png,14.9548
03991.png,13.5254
03992.png,15.3397
03993.png,13.6448
03994.png,14.2067
03995.png,11.8992
03996.png,19.5118
03997.png,16.5012
03998.png,12.2395
03999.png,13.9965
04000.png,28.1910
04001.png,22.3862
04002.png,20.7535
04003.png,27.2846
04004.png,26.7807
04005.png,22.7196
04006.png,24.0276
04007.png,20.1008
04008.png,28.5389
04009.png,20.9064
04010.png,22.9675
04011.png,28.6861
04012.png,20.3022
04013.png,23.8132
04014.png,26.7792
04015.png,25.5711
04016.png,24.0974
04017.png,20.0600
04018.png,25.6695
04019.png,22.7314
04020.png,27.5959
04021.png,22.8149
04022.png,26.2554
04023.png,22.0150
04024.png,21.5946
04025.png,27.5166
04026.png,23.9525
04027.png,27.8316
04028.png,23.7240
04029.png,29.5403
04030.png,25.6531
04031.png,29.1824
04032.png,22.5960
04033.png,22.9565
04034.png,23.1255
04035.png,25.7133
04036.png,28.2845
04037.png,25.8259
04038.png,27.1648
04039.png,20.8836
04040.png,21.7449
04041.png,25.6493
04042.png,28.9532
04043.png,23.8434
04044.png,26.0387
04045.png,28.0407
04046.png,26.9836
04047.png,20.4887
04048.png,27.8896
04049.png,26.7998
04050.png,28.2269
04051.png,26.9104
04052.png,28.3699
04053.png,26.0887
04054.png,20.5727
04055.png,21.7243
04056.png,29.5361
04057.png,26.9005
04058.png,24.8714
04059.png,23.5912
04060.png,20.1645
04061.png,21.7342
04062.png,22.6440
04063.png,25.9544
04064.png,25.9647
04065.png,20.2618
04066.png,24.4476
04067.png,21.3463
04068.png,27.4620
04069.png,25.0542
04070.png,23.1674
04071.png,20.0928
04072.png,22.3797
04073.png,24.9897
04074.png,20.9438
04075.png,22.3392
04076.png,21.4775
04077.png,21.5851
04078.png,26.2497
04079.png,24.6052
04080.png,24.3233
04081.png,24.0696
04082.png,27.1935
04083.png,22.6696
04084.png,25.0698
04085.png,24.0578
04086.png,25.9930
04087.png,23.2185
04088.png,22.0177
04089.png,26.8776
04090.png,27.5284
04091.png,20.5956
04092.png,23.4425
04093.png,20.8397
04094.png,26.0559
04095.png,23.9788
04096.png,20.6192
04097.png,26.4950
04098.png,25.7011
04099.png,24.1051
04100.png,26.0639
04101.png,28.8464
04102.png,20.8603
04103.png,29.8264
04104.png,26.9405
04105.png,22.3240
04106.png,26.4469
04107.png,23.3097
04108.png,23.4482
04109.png,24.6559
04110.png,20.5315
04111.png,23.6431
04112.png,28.7422
04113.png,20.1069
04114.png,29.4361
04115.png,26.2196
04116.png,25.8289
04117.png,21.6770
04118.png,23.1304
04119.png,28.6652
04120.png,23.5741
04121.png,26.0517
04122.png,27.6440
04123.png,27.9415
04124.png,25.4635
04125.png,27.0485
04126.png,25.5505
04127.png,21.9135
04128.png,29.7626
04129.png,23.1564
04130.png,28.1998
04131.png,22.1016
04132.png,28.4496
04133.png,28.2921
04134.png,21.6766
04135.png,22.5132
04136.png,29.1256
04137.png,23.3677
04138.png,25.4707
04139.png,27.8004
04140.png,20.6684
04141.png,21.6774
04142.png,24.7070
04143.png,22.9401
04144.png,26.9688
04145.png,26.2848
04146.png,27.2438
04147.png,27.2469
04148.png,20.9213
04149.png,21.0789
04150.png,25.7065
04151.png,29.5094
04152.png,20.4018
04153.png,22.8531
04154.png,22.2202
04155.png,21.6240
04156.png,23.9727
04157.png,23.5401
04158.png,20.5494
04159.png,27.9259
04160.png,21.8548
04161.png,22.6902
04162.png,25.7427
04163.png,23.9216
04164.png,22.9954
04165.png,20.0874
04166.png,22.3667
04167.png,25.1541
04168.png,24.1562
04169.png,25.0607
04170.png,21.8826
04171.png,29.9500
04172.png,27.9079
04173.png,22.7516
04174.png,27.0020
04175.png,26.6495
04176.png,28.5843
04177.png,26.3374
04178.png,21.4195
04179.png,24.8806
04180.png,24.9004
04181.png,23.2304
04182.png,24.8138
04183.png,20.3156
04184.png,20.8824
04185.png,27.3796
04186.png,23.4917
04187.png,23.6877
04188.png,23.1075
04189.png,25.2899
04190.png,29.4079
04191.png,26.8501
04192.png,29.0600
04193.png,20.9373
04194.png,23.4440
04195.png,22.7688
04196.png,20.4575
04197.png,26.9455
04198.png,28.4008
04199.png,21.8895
04200.png,21.0602
04201.png,26.2569
04202.png,26.7403
04203.png,20.7012
04204.png,20.3259
04205.png,21.1723
04206.png,24.6250
04207.png,20.8836
04208.png,24.0520
04209.png,27.9377
04210.png,29.2931
04211.png,26.5472
04212.png,22.3148
04213.png,28.5229
04214.png,26.6560
04215.png,20.0115
04216.png,21.9017
04217.png,23.7347
04218.png,21.1296
04219.png,23.0480
04220.png,21.7724
04221.png,26.6403
04222.png,27.2427
04223.png,24.5377
04224.png,22.8054
04225.png,24.0410
04226.png,20.9740
04227.png,20.8588
04228.png,22.3701
04229.png,23.2922
04230.png,20.5441
04231.png,21.3715
04232.png,20.0386
04233.png,20.0356
04234.png,21.5424
04235.png,29.9622
